date,item_id,item_desc,qty_ordered,promo_flag,unit_price,warehouse_stock_on_hand,reorder_point,is_stockout
2024-01-01,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,110,0,2.65,13132,3752,0
2024-01-02,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,286,0,4.75,23531,6804,0
2024-01-02,1090092001,KACANG PARANG CILI,90,0,7.86,4377,1274,0
2024-01-02,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,0,0,2.53,9213,2660,0
2024-01-02,2040011101,TWISTIES CHICKEN 60G,121,0,1.73,5390,1540,0
2024-01-02,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,2842,812,0
2024-01-02,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,2731,819,0
2024-01-02,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,0,0,7.49,7381,2128,0
2024-01-02,2040012701,CHACHO'S CHEESY CHEESE 160G,63,0,3.45,3038,868,0
2024-01-02,2040230601,CHEEZELS BBQ CHEESE 60G *1,98,0,2.72,4214,1204,0
2024-01-02,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,61,0,5.46,6860,1960,0
2024-01-02,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,3381,966,0
2024-01-02,2041816301,TWISTIES BBQ CURRY 13G (24PKT),66,0,2.67,1837,525,0
2024-01-02,2040012101,CHEEZELS 60G *1,124,0,3.32,5096,1456,0
2024-01-02,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,82,0,3.6,2082,595,0
2024-01-02,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,44,0,6.74,2597,742,0
2024-01-02,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,2939,854,0
2024-01-02,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,3789,1082,0
2024-01-02,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,110,0,7.81,12004,3472,0
2024-01-02,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,1829,522,0
2024-01-02,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,0,0,6.61,9198,2660,0
2024-01-02,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,2744,784,0
2024-01-02,1090128501,FRUIT NETRON 14 (PCS),131,0,2.28,3691,1054,0
2024-01-02,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,2248,672,0
2024-01-02,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,4127,1204,0
2024-01-02,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,3528,1008,0
2024-01-02,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,0,0,8.35,10083,2912,0
2024-01-02,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,119,0,9.52,5488,1568,0
2024-01-02,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,203,0,6.78,5855,1673,0
2024-01-02,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,64,0,2.99,3087,882,0
2024-01-02,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,95,0,2.75,4214,1204,0
2024-01-02,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,1208,345,0
2024-01-02,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,3626,1036,0
2024-01-02,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,3364,961,0
2024-01-02,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,3370,989,0
2024-01-02,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,133,0,2.91,6762,1932,0
2024-01-02,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,68,0,8.18,2058,588,0
2024-01-02,2031743501,JACOB'S VP WEETAMEAL 289G,0,0,2.04,5131,1498,0
2024-01-02,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,2474,707,0
2024-01-02,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,1347,385,0
2024-01-02,2010039901,MASSIMO WHOLEMEAL 400GM*1,55,0,4.87,1421,406,0
2024-01-02,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,4477,1302,0
2024-01-02,80010002,PANADOL 10s,48,0,4.65,1764,504,0
2024-01-02,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,0,0,4.37,8333,2408,0
2024-01-02,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,91,0,7.84,2303,658,0
2024-01-02,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,4663,1358,0
2024-01-02,70010001,Micro USB,115,0,2.96,4851,1386,0
2024-01-02,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,101,0,8.09,2907,830,0
2024-01-02,1110029901,AJI-SHIO PEPPER (45GM),68,0,8.17,4116,1176,0
2024-01-02,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,106,0,5.38,4606,1316,0
2024-01-02,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,156,0,2.65,13022,3752,0
2024-01-03,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,210,0,4.75,23245,6804,0
2024-01-03,1090092001,KACANG PARANG CILI,0,0,7.86,4287,1274,0
2024-01-03,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,91,0,2.53,9213,2660,0
2024-01-03,2040011101,TWISTIES CHICKEN 60G,104,0,1.73,5269,1540,0
2024-01-03,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,2842,812,0
2024-01-03,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,2731,819,0
2024-01-03,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,84,0,7.49,7381,2128,0
2024-01-03,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,2975,868,0
2024-01-03,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,4116,1204,0
2024-01-03,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,83,0,5.46,6799,1960,0
2024-01-03,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,150,0,6.89,3381,966,0
2024-01-03,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,1771,525,0
2024-01-03,2040012101,CHEEZELS 60G *1,0,0,3.32,4972,1456,0
2024-01-03,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,2000,595,0
2024-01-03,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,2553,742,0
2024-01-03,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,62,0,3.93,2939,854,0
2024-01-03,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,127,0,2.52,3789,1082,0
2024-01-03,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,0,0,7.81,11894,3472,0
2024-01-03,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,56,0,4.44,1829,522,0
2024-01-03,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,81,0,6.61,9198,2660,0
2024-01-03,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,69,0,3.17,2744,784,0
2024-01-03,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,3560,1054,0
2024-01-03,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,2248,672,0
2024-01-03,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,4127,1204,0
2024-01-03,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,3528,1008,0
2024-01-03,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,92,0,8.35,10083,2912,0
2024-01-03,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,0,0,9.52,5369,1568,0
2024-01-03,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,5652,1673,0
2024-01-03,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,0,0,2.99,3023,882,0
2024-01-03,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,0,0,2.75,4119,1204,0
2024-01-03,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,38,0,5.11,1208,345,0
2024-01-03,1090128701,FRUIT NETRON 14 (CTN),76,0,8.63,3626,1036,0
2024-01-03,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,120,0,5.53,3364,961,0
2024-01-03,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,3370,989,0
2024-01-03,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,0,0,2.91,6629,1932,0
2024-01-03,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,1990,588,0
2024-01-03,2031743501,JACOB'S VP WEETAMEAL 289G,102,0,2.04,5131,1498,0
2024-01-03,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,2474,707,0
2024-01-03,2040012001,TWISTIES BBQ CURRY 140G *1,50,0,4.59,1347,385,0
2024-01-03,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,1366,406,0
2024-01-03,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,77,0,8.9,4477,1302,0
2024-01-03,80010002,PANADOL 10s,0,0,4.65,1716,504,0
2024-01-03,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,103,0,4.37,8333,2408,0
2024-01-03,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,2212,658,0
2024-01-03,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,80,0,7.38,4663,1358,0
2024-01-03,70010001,Micro USB,0,0,2.96,4736,1386,0
2024-01-03,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,2806,830,0
2024-01-03,1110029901,AJI-SHIO PEPPER (45GM),0,0,8.17,4048,1176,0
2024-01-03,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,0,0,5.38,4500,1316,0
2024-01-03,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,154,0,2.65,12866,3752,0
2024-01-04,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,343,0,4.75,23035,6804,0
2024-01-04,1090092001,KACANG PARANG CILI,149,0,7.86,4287,1274,0
2024-01-04,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,128,0,2.53,9122,2660,0
2024-01-04,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,5165,1540,0
2024-01-04,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,145,0,5.81,2842,812,0
2024-01-04,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,2731,819,0
2024-01-04,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,0,0,7.49,7297,2128,0
2024-01-04,2040012701,CHACHO'S CHEESY CHEESE 160G,82,0,3.45,2975,868,0
2024-01-04,2040230601,CHEEZELS BBQ CHEESE 60G *1,113,0,2.72,4116,1204,0
2024-01-04,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,109,0,5.46,6716,1960,0
2024-01-04,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,3231,966,0
2024-01-04,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,1771,525,0
2024-01-04,2040012101,CHEEZELS 60G *1,123,0,3.32,4972,1456,0
2024-01-04,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,2000,595,0
2024-01-04,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,69,0,6.74,2553,742,0
2024-01-04,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,2877,854,0
2024-01-04,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,3662,1082,0
2024-01-04,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,179,0,7.81,11894,3472,0
2024-01-04,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,1773,522,0
2024-01-04,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,94,0,6.61,9117,2660,0
2024-01-04,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,2675,784,0
2024-01-04,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,3560,1054,0
2024-01-04,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,2248,672,0
2024-01-04,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,128,0,4.37,4127,1204,0
2024-01-04,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,3528,1008,0
2024-01-04,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,0,0,8.35,9991,2912,0
2024-01-04,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,183,0,9.52,5369,1568,0
2024-01-04,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,5652,1673,0
2024-01-04,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,81,0,2.99,3023,882,0
2024-01-04,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,116,0,2.75,4119,1204,0
2024-01-04,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,1170,345,0
2024-01-04,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,3550,1036,0
2024-01-04,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,3244,961,0
2024-01-04,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,125,0,3.35,3370,989,0
2024-01-04,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,239,0,2.91,6629,1932,0
2024-01-04,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,1990,588,0
2024-01-04,2031743501,JACOB'S VP WEETAMEAL 289G,0,0,2.04,5029,1498,0
2024-01-04,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,2474,707,0
2024-01-04,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,1297,385,0
2024-01-04,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,1366,406,0
2024-01-04,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,4400,1302,0
2024-01-04,80010002,PANADOL 10s,0,0,4.65,1716,504,0
2024-01-04,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,140,0,4.37,8230,2408,0
2024-01-04,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,2212,658,0
2024-01-04,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,4583,1358,0
2024-01-04,70010001,Micro USB,119,0,2.96,4736,1386,0
2024-01-04,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,2806,830,0
2024-01-04,1110029901,AJI-SHIO PEPPER (45GM),119,0,8.17,4048,1176,0
2024-01-04,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,135,0,5.38,4500,1316,0
2024-01-04,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,141,0,2.65,12712,3752,0
2024-01-05,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,420,0,4.75,22692,6804,0
2024-01-05,1090092001,KACANG PARANG CILI,0,0,7.86,4138,1274,0
2024-01-05,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,149,0,2.53,8994,2660,0
2024-01-05,2040011101,TWISTIES CHICKEN 60G,137,0,1.73,5165,1540,0
2024-01-05,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,2697,812,0
2024-01-05,2030052801,TIGER BISKUAT ENERGY 144.4G,173,0,2.61,2731,819,0
2024-01-05,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,90,0,7.49,7297,2128,0
2024-01-05,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,2893,868,0
2024-01-05,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,4003,1204,0
2024-01-05,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,89,0,5.46,6607,1960,0
2024-01-05,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,3231,966,0
2024-01-05,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,1771,525,0
2024-01-05,2040012101,CHEEZELS 60G *1,0,0,3.32,4849,1456,0
2024-01-05,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,2000,595,0
2024-01-05,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,79,0,6.74,2484,742,0
2024-01-05,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,91,0,3.93,2877,854,0
2024-01-05,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,3662,1082,0
2024-01-05,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,0,0,7.81,11715,3472,0
2024-01-05,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,1773,522,0
2024-01-05,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,138,0,6.61,9023,2660,0
2024-01-05,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,2675,784,0
2024-01-05,1090128501,FRUIT NETRON 14 (PCS),140,0,2.28,3560,1054,0
2024-01-05,2031923801,JACOB'S WEETAMEAL 502G,104,0,4.07,2248,672,0
2024-01-05,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,3999,1204,0
2024-01-05,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,234,0,5.78,3528,1008,0
2024-01-05,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,136,0,8.35,9991,2912,0
2024-01-05,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,139,0,9.52,5186,1568,0
2024-01-05,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,5652,1673,0
2024-01-05,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,0,0,2.99,2942,882,0
2024-01-05,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,0,0,2.75,4003,1204,0
2024-01-05,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,1170,345,0
2024-01-05,1090128701,FRUIT NETRON 14 (CTN),114,0,8.63,3550,1036,0
2024-01-05,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,3244,961,0
2024-01-05,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,3245,989,0
2024-01-05,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,0,0,2.91,6390,1932,0
2024-01-05,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,1990,588,0
2024-01-05,2031743501,JACOB'S VP WEETAMEAL 289G,138,0,2.04,5029,1498,0
2024-01-05,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,152,0,7.65,2474,707,0
2024-01-05,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,1297,385,0
2024-01-05,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,1366,406,0
2024-01-05,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,4400,1302,0
2024-01-05,80010002,PANADOL 10s,0,0,4.65,1716,504,0
2024-01-05,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,131,0,4.37,8090,2408,0
2024-01-05,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,130,0,7.84,2212,658,0
2024-01-05,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,4583,1358,0
2024-01-05,70010001,Micro USB,0,0,2.96,4617,1386,0
2024-01-05,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,120,0,8.09,2806,830,0
2024-01-05,1110029901,AJI-SHIO PEPPER (45GM),131,0,8.17,3929,1176,0
2024-01-05,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,0,0,5.38,4365,1316,0
2024-01-05,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,197,0,2.65,12571,3752,0
2024-01-06,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,199,0,4.75,22272,6804,0
2024-01-06,1090092001,KACANG PARANG CILI,103,0,7.86,4138,1274,0
2024-01-06,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,106,0,2.53,8845,2660,0
2024-01-06,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,5028,1540,0
2024-01-06,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,2697,812,0
2024-01-06,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,2558,819,0
2024-01-06,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,78,0,7.49,7207,2128,0
2024-01-06,2040012701,CHACHO'S CHEESY CHEESE 160G,71,0,3.45,2893,868,0
2024-01-06,2040230601,CHEEZELS BBQ CHEESE 60G *1,93,0,2.72,4003,1204,0
2024-01-06,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,79,0,5.46,6518,1960,0
2024-01-06,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,3231,966,0
2024-01-06,2041816301,TWISTIES BBQ CURRY 13G (24PKT),82,0,2.67,1771,525,0
2024-01-06,2040012101,CHEEZELS 60G *1,93,0,3.32,4849,1456,0
2024-01-06,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,89,0,3.6,2000,595,0
2024-01-06,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,2405,742,0
2024-01-06,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,2786,854,0
2024-01-06,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,105,0,2.52,3662,1082,0
2024-01-06,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,0,0,7.81,11715,3472,0
2024-01-06,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,50,0,4.44,1773,522,0
2024-01-06,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,96,0,6.61,8885,2660,0
