date,item_id,item_desc,qty_ordered,promo_flag,unit_price,warehouse_stock_on_hand,reorder_point,is_stockout
2025-05-01,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,83,50,0
2025-05-01,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,70,50,0
2025-05-01,80010002,PANADOL 10s,14,0,4.65,84,50,0
2025-05-01,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,20,0,4.37,394,147,0
2025-05-01,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,62,50,0
2025-05-01,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,107,67,0
2025-05-01,70010001,Micro USB,0,0,2.96,102,67,0
2025-05-01,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,160,61,0
2025-05-01,1110029901,AJI-SHIO PEPPER (45GM),0,0,8.17,111,50,0
2025-05-01,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,20,0,5.38,407,161,0
2025-05-01,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,0,0,2.65,568,231,0
2025-05-02,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,69,0,4.75,990,812,0
2025-05-02,1090092001,KACANG PARANG CILI,0,0,7.86,62,50,0
2025-05-02,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,24,0,2.53,248,161,0
2025-05-02,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,78,75,0
2025-05-02,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,97,50,0
2025-05-02,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,196,81,0
2025-05-02,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,21,0,7.49,370,133,0
2025-05-02,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,106,50,0
2025-05-02,2040230601,CHEEZELS BBQ CHEESE 60G *1,26,0,2.72,89,58,0
2025-05-02,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,0,0,5.46,297,238,0
2025-05-02,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,88,50,0
2025-05-02,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,70,50,0
2025-05-02,2040012101,CHEEZELS 60G *1,0,0,3.32,62,52,0
2025-05-02,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,27,0,3.6,63,50,0
2025-05-02,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,80,50,0
2025-05-02,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,116,52,0
2025-05-02,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,122,58,0
2025-05-02,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,38,0,7.81,742,434,0
2025-05-02,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,56,50,0
2025-05-02,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,31,0,6.61,348,322,0
2025-05-02,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,20,0,3.17,82,56,0
2025-05-02,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,142,56,0
2025-05-02,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,99,50,0
2025-05-02,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,61,58,0
2025-05-02,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,141,50,0
2025-05-02,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,0,0,8.35,322,175,0
2025-05-02,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,0,0,9.52,64,50,0
2025-05-02,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,95,79,0
2025-05-02,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,0,0,2.99,97,50,0
2025-05-02,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,0,0,2.75,62,58,0
2025-05-02,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,14,0,5.11,59,50,0
2025-05-02,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,102,50,0
2025-05-02,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,32,0,5.53,181,70,0
2025-05-02,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,107,52,0
2025-05-02,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,0,0,2.91,288,158,0
2025-05-02,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,86,50,0
2025-05-02,2031743501,JACOB'S VP WEETAMEAL 289G,0,0,2.04,114,52,0
2025-05-02,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,117,70,0
2025-05-02,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,62,50,0
2025-05-02,2010039901,MASSIMO WHOLEMEAL 400GM*1,14,0,4.87,83,50,0
2025-05-02,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,70,50,0
2025-05-02,80010002,PANADOL 10s,0,0,4.65,70,50,0
2025-05-02,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,0,0,4.37,374,147,0
2025-05-02,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,62,50,0
2025-05-02,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,107,67,0
2025-05-02,70010001,Micro USB,30,0,2.96,102,67,0
2025-05-02,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,160,61,0
2025-05-02,1110029901,AJI-SHIO PEPPER (45GM),0,0,8.17,111,50,0
2025-05-02,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,0,0,5.38,387,161,0
2025-05-02,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,0,0,2.65,568,231,0
2025-05-03,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,61,0,4.75,921,812,0
2025-05-03,1090092001,KACANG PARANG CILI,23,0,7.86,62,50,0
2025-05-03,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,0,0,2.53,224,161,0
2025-05-03,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,78,75,0
2025-05-03,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,97,50,0
2025-05-03,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,196,81,0
2025-05-03,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,0,0,7.49,349,133,0
2025-05-03,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,106,50,0
2025-05-03,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,63,58,0
2025-05-03,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,18,0,5.46,297,238,0
2025-05-03,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,88,50,0
2025-05-03,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,70,50,0
2025-05-03,2040012101,CHEEZELS 60G *1,0,0,3.32,62,52,0
2025-05-03,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,120,50,0
2025-05-03,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,80,50,0
2025-05-03,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,116,52,0
2025-05-03,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,122,58,0
2025-05-03,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,29,0,7.81,704,434,0
2025-05-03,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,56,50,0
2025-05-03,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,21,0,6.61,961,322,0
2025-05-03,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,62,56,0
2025-05-03,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,142,56,0
2025-05-03,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,99,50,0
2025-05-03,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,61,58,0
2025-05-03,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,141,50,0
2025-05-03,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,20,0,8.35,322,175,0
2025-05-03,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,0,0,9.52,64,50,0
2025-05-03,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,95,79,0
2025-05-03,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,0,0,2.99,97,50,0
2025-05-03,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,0,0,2.75,62,58,0
2025-05-03,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,106,50,0
2025-05-03,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,102,50,0
2025-05-03,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,149,70,0
2025-05-03,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,107,52,0
2025-05-03,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,0,0,2.91,288,158,0
2025-05-03,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,86,50,0
2025-05-03,2031743501,JACOB'S VP WEETAMEAL 289G,0,0,2.04,114,52,0
2025-05-03,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,117,70,0
2025-05-03,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,62,50,0
2025-05-03,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,69,50,0
2025-05-03,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,22,0,8.9,70,50,0
2025-05-03,80010002,PANADOL 10s,0,0,4.65,70,50,0
2025-05-03,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,21,0,4.37,374,147,0
2025-05-03,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,62,50,0
2025-05-03,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,27,0,7.38,107,67,0
2025-05-03,70010001,Micro USB,0,0,2.96,72,67,0
2025-05-03,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,160,61,0
2025-05-03,1110029901,AJI-SHIO PEPPER (45GM),0,0,8.17,111,50,0
2025-05-03,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,24,0,5.38,387,161,0
2025-05-03,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,26,0,2.65,568,231,0
2025-05-04,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,64,0,4.75,860,812,0
2025-05-04,1090092001,KACANG PARANG CILI,0,0,7.86,100,50,0
2025-05-04,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,25,0,2.53,224,161,0
2025-05-04,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,78,75,0
2025-05-04,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,97,50,0
2025-05-04,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,196,81,0
2025-05-04,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,20,0,7.49,349,133,0
2025-05-04,2040012701,CHACHO'S CHEESY CHEESE 160G,14,0,3.45,106,50,0
2025-05-04,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,63,58,0
2025-05-04,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,17,0,5.46,279,238,0
2025-05-04,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,40,0,6.89,88,50,0
2025-05-04,2041816301,TWISTIES BBQ CURRY 13G (24PKT),19,0,2.67,70,50,0
2025-05-04,2040012101,CHEEZELS 60G *1,29,0,3.32,62,52,0
2025-05-04,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,120,50,0
2025-05-04,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,11,0,6.74,80,50,0
2025-05-04,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,116,52,0
2025-05-04,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,34,0,2.52,122,58,0
2025-05-04,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,31,0,7.81,675,434,0
2025-05-04,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,56,50,0
2025-05-04,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,18,0,6.61,940,322,0
2025-05-04,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,62,56,0
2025-05-04,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,142,56,0
2025-05-04,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,99,50,0
2025-05-04,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,18,0,4.37,61,58,0
2025-05-04,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,141,50,0
2025-05-04,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,0,0,8.35,302,175,0
2025-05-04,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,0,0,9.52,64,50,0
2025-05-04,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,95,79,0
2025-05-04,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,12,0,2.99,97,50,0
2025-05-04,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,19,0,2.75,62,58,0
2025-05-04,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,106,50,0
2025-05-04,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,102,50,0
2025-05-04,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,149,70,0
2025-05-04,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,107,52,0
2025-05-04,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,37,0,2.91,288,158,0
2025-05-04,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,86,50,0
2025-05-04,2031743501,JACOB'S VP WEETAMEAL 289G,22,0,2.04,114,52,0
2025-05-04,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,117,70,0
2025-05-04,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,62,50,0
2025-05-04,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,69,50,0
2025-05-04,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,112,50,0
2025-05-04,80010002,PANADOL 10s,0,0,4.65,70,50,0
2025-05-04,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,0,0,4.37,353,147,0
2025-05-04,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,62,50,0
2025-05-04,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,80,67,0
2025-05-04,70010001,Micro USB,0,0,2.96,72,67,0
2025-05-04,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,0,0,8.09,160,61,0
2025-05-04,1110029901,AJI-SHIO PEPPER (45GM),0,0,8.17,111,50,0
2025-05-04,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,0,0,5.38,363,161,0
2025-05-04,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,0,0,2.65,542,231,0
2025-05-05,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,68,0,4.75,2420,812,0
2025-05-05,1090092001,KACANG PARANG CILI,0,0,7.86,100,50,0
2025-05-05,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,0,0,2.53,199,161,0
2025-05-05,2040011101,TWISTIES CHICKEN 60G,0,0,1.73,78,75,0
2025-05-05,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,0,0,5.81,97,50,0
2025-05-05,2030052801,TIGER BISKUAT ENERGY 144.4G,0,0,2.61,196,81,0
2025-05-05,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,0,0,7.49,329,133,0
2025-05-05,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,92,50,0
2025-05-05,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,63,58,0
2025-05-05,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,0,0,5.46,262,238,0
2025-05-05,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,143,50,0
2025-05-05,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,51,50,0
2025-05-05,2040012101,CHEEZELS 60G *1,0,0,3.32,137,52,0
2025-05-05,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,120,50,0
2025-05-05,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,69,50,0
2025-05-05,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,16,0,3.93,116,52,0
2025-05-05,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,88,58,0
2025-05-05,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,32,0,7.81,644,434,0
2025-05-05,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,56,50,0
2025-05-05,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,19,0,6.61,922,322,0
2025-05-05,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,62,56,0
2025-05-05,1090128501,FRUIT NETRON 14 (PCS),0,0,2.28,142,56,0
2025-05-05,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,99,50,0
2025-05-05,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,160,58,0
2025-05-05,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,30,0,5.78,141,50,0
2025-05-05,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,27,0,8.35,302,175,0
2025-05-05,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,0,0,9.52,64,50,0
2025-05-05,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,60,0,6.78,95,79,0
2025-05-05,2030361901,TIGER BISKUAT CHOCOLATE JUMBO 364.8GM,0,0,2.99,85,50,0
2025-05-05,2031659501,MINI OREO ORI. MULTIPACK 8X17.5G,0,0,2.75,160,58,0
2025-05-05,1080462101,MAMAMI ORGANIC WAVE OVERNIGHT OAT 120G,0,0,5.11,106,50,0
2025-05-05,1090128701,FRUIT NETRON 14 (CTN),0,0,8.63,102,50,0
2025-05-05,2010035001,APOLLO LAYER CAKE VANILLA M/P 8X18G*1,0,0,5.53,149,70,0
2025-05-05,2010039801,MISSION TORTILLA POTATO WRAPS 360GM*1,0,0,3.35,107,52,0
2025-05-05,2031926001,CHIPSMORE DOUBLE CHOC MP 8x36G,0,0,2.91,251,158,0
2025-05-05,20250901001,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,8.18,86,50,0
2025-05-05,2031743501,JACOB'S VP WEETAMEAL 289G,0,0,2.04,92,52,0
2025-05-05,2031743801,JACOB'S MULTIPACK WEETAMEAL 144G,0,0,7.65,117,70,0
2025-05-05,2040012001,TWISTIES BBQ CURRY 140G *1,0,0,4.59,62,50,0
2025-05-05,2010039901,MASSIMO WHOLEMEAL 400GM*1,0,0,4.87,69,50,0
2025-05-05,2010040201,GARDENIA 100% W/GRAIN PURPLE WHEAT 400GM,0,0,8.9,112,50,0
2025-05-05,80010002,PANADOL 10s,0,0,4.65,70,50,0
2025-05-05,2010000401,GARDENIA CREAM ROLL-VANILA 50G *1,20,0,4.37,353,147,0
2025-05-05,1120000301,CN214-CB-PVC6SCAV(SQ)BROWN CASE-10PCS,0,0,7.84,62,50,0
2025-05-05,2030211001,KRAFT OREO STRAWBERRY 110.4G *1,0,0,7.38,80,67,0
2025-05-05,70010001,Micro USB,0,0,2.96,72,67,0
2025-05-05,1120001501,BOOKS(IMP)CONE FIGURES- 1PC,21,0,8.09,160,61,0
2025-05-05,1110029901,AJI-SHIO PEPPER (45GM),23,0,8.17,111,50,0
2025-05-05,2031800401,CHIPSMORE HAZELNUT HANDY MP 8x24G,0,0,5.38,363,161,0
2025-05-05,2010040901,ADVENTIST 3 SEEDS SPROUTED BREAD*1,0,0,2.65,542,231,0
2025-05-06,2010048801,MASSIMO FINE WHOLEMEAL BREAD 400G,49,0,4.75,2352,812,0
2025-05-06,1090092001,KACANG PARANG CILI,0,0,7.86,100,50,0
2025-05-06,1120003601,WYCCO171SSASSO/COOKIE CUTTER- 1SET,19,0,2.53,199,161,0
2025-05-06,2040011101,TWISTIES CHICKEN 60G,25,0,1.73,78,75,0
2025-05-06,2030437001,MINI OREO BIG POUCH CHOCO. 61.3G,25,0,5.81,97,50,0
2025-05-06,2030052801,TIGER BISKUAT ENERGY 144.4G,31,0,2.61,196,81,0
2025-05-06,2010039101,MASSIMO CORN CREAM ROLL 50GM*1,21,0,7.49,329,133,0
2025-05-06,2040012701,CHACHO'S CHEESY CHEESE 160G,0,0,3.45,92,50,0
2025-05-06,2040230601,CHEEZELS BBQ CHEESE 60G *1,0,0,2.72,63,58,0
2025-05-06,2010006001,GARDENIA TWIGGIES CREAM DREAM 2x40G *1,16,0,5.46,262,238,0
2025-05-06,2010038801,MASSIMO SANDWICH WHEAT GERM 400GM*1,0,0,6.89,143,50,0
2025-05-06,2041816301,TWISTIES BBQ CURRY 13G (24PKT),0,0,2.67,51,50,0
2025-05-06,2040012101,CHEEZELS 60G *1,0,0,3.32,137,52,0
2025-05-06,2010040101,GARDENIA FINEGRAIN W/MEAL 400GM*1,0,0,3.6,120,50,0
2025-05-06,2041880901,JACOB'S BAKED CRISP ORIGINAL 229G,0,0,6.74,69,50,0
2025-05-06,2040272701,TWISTIES CHIPSTER HOT & SPICY 60G,0,0,3.93,100,52,0
2025-05-06,2010036201,GARDENIA DELICIA CHOCO RAISIN 360G*1,0,0,2.52,88,58,0
2025-05-06,2031974101,OREO SPACEBURST CREAM L/E 9x27.6G,0,0,7.81,612,434,0
2025-05-06,2010040501,KELLOGG'S S'MORES 14.7 OZ*1,0,0,4.44,56,50,0
2025-05-06,2010039001,MASSIMO CHOCO CREAM ROLL 50GM*1,18,0,6.61,903,322,0
2025-05-06,2030361801,TIGER BISKUAT ORIGINAL JUMBO 364.8GM,0,0,3.17,62,56,0
2025-05-06,1090128501,FRUIT NETRON 14 (PCS),29,0,2.28,142,56,0
2025-05-06,2031923801,JACOB'S WEETAMEAL 502G,0,0,4.07,99,50,0
2025-05-06,2010047701,MISSION TORTILLA 6 GRAINS WRAPS 360G,0,0,4.37,160,58,0
2025-05-06,2010038701,MASSIMO WHITE SANDWICH LOAF 600GM*1,0,0,5.78,111,50,0
2025-05-06,2010037801,GARDENIA WAFFLES EGG VANILLA 42GM*1,0,0,8.35,275,175,0
2025-05-06,2010040701,KELLOGG'S POP TART CHOCO FUDGE 13.5OZ,32,0,9.52,64,50,0
2025-05-06,2010038901,MASSIMO SANDWICH WHEAT GERM 600GM*1,0,0,6.78,194,79,0
